label,hand_mode,hand1_side,x0_h1,y0_h1,z0_h1,x1_h1,y1_h1,z1_h1,x2_h1,y2_h1,z2_h1,x3_h1,y3_h1,z3_h1,x4_h1,y4_h1,z4_h1,x5_h1,y5_h1,z5_h1,x6_h1,y6_h1,z6_h1,x7_h1,y7_h1,z7_h1,x8_h1,y8_h1,z8_h1,x9_h1,y9_h1,z9_h1,x10_h1,y10_h1,z10_h1,x11_h1,y11_h1,z11_h1,x12_h1,y12_h1,z12_h1,x13_h1,y13_h1,z13_h1,x14_h1,y14_h1,z14_h1,x15_h1,y15_h1,z15_h1,x16_h1,y16_h1,z16_h1,x17_h1,y17_h1,z17_h1,x18_h1,y18_h1,z18_h1,x19_h1,y19_h1,z19_h1,x20_h1,y20_h1,z20_h1,hand2_side,x0_h2,y0_h2,z0_h2,x1_h2,y1_h2,z1_h2,x2_h2,y2_h2,z2_h2,x3_h2,y3_h2,z3_h2,x4_h2,y4_h2,z4_h2,x5_h2,y5_h2,z5_h2,x6_h2,y6_h2,z6_h2,x7_h2,y7_h2,z7_h2,x8_h2,y8_h2,z8_h2,x9_h2,y9_h2,z9_h2,x10_h2,y10_h2,z10_h2,x11_h2,y11_h2,z11_h2,x12_h2,y12_h2,z12_h2,x13_h2,y13_h2,z13_h2,x14_h2,y14_h2,z14_h2,x15_h2,y15_h2,z15_h2,x16_h2,y16_h2,z16_h2,x17_h2,y17_h2,z17_h2,x18_h2,y18_h2,z18_h2,x19_h2,y19_h2,z19_h2,x20_h2,y20_h2,z20_h2
A,2,1,0.4284132719039917,0.7893838882446289,-8.730710732152147e-08,0.3867079019546509,0.7972083687782288,-0.010862286202609539,0.34063345193862915,0.7840131521224976,-0.020603518933057785,0.3050594627857208,0.7766270637512207,-0.031977660953998566,0.27746453881263733,0.7741990089416504,-0.04382875934243202,0.3536466062068939,0.6999260783195496,-0.011886684224009514,0.3274497389793396,0.6508061289787292,-0.028696442022919655,0.3107829689979553,0.6191174387931824,-0.03928232938051224,0.2979348599910736,0.5908788442611694,-0.04722297191619873,0.3744347095489502,0.6886948347091675,-0.017031347379088402,0.353498250246048,0.6762540340423584,-0.04234347119927406,0.3668197691440582,0.7168529033660889,-0.0460096076130867,0.3808787763118744,0.729280412197113,-0.04298018291592598,0.39802464842796326,0.6837162971496582,-0.02423788793385029,0.37847816944122314,0.6806409955024719,-0.04679242894053459,0.3892744481563568,0.7177295088768005,-0.03773022070527077,0.4003298878669739,0.7249059677124023,-0.02649054303765297,0.42377883195877075,0.6834055185317993,-0.03268544748425484,0.4034476578235626,0.6773255467414856,-0.044724974781274796,0.40765249729156494,0.707048237323761,-0.03506850451231003,0.41691744327545166,0.7144297957420349,-0.02510526403784752,0,0.0984695628285408,0.7139293551445007,1.9225383951493313e-08,0.13099423050880432,0.7404195666313171,-0.01669597066938877,0.182834193110466,0.7486746907234192,-0.027006030082702637,0.2202637791633606,0.7558020353317261,-0.037005435675382614,0.24842515587806702,0.7640898823738098,-0.04781955108046532,0.1920597404241562,0.6668146252632141,-0.02404392883181572,0.2332884818315506,0.6253264546394348,-0.04108269140124321,0.26151949167251587,0.6013156771659851,-0.051371075212955475,0.28353849053382874,0.578704833984375,-0.05900527536869049,0.17134155333042145,0.6427307724952698,-0.025421394035220146,0.19167615473270416,0.6382713913917542,-0.0511658638715744,0.16670581698417664,0.6746670603752136,-0.054987985640764236,0.14801043272018433,0.6878643035888672,-0.05305754765868187,0.14656054973602295,0.6276031136512756,-0.028371252119541168,0.16486485302448273,0.630449116230011,-0.05490192770957947,0.14404359459877014,0.6671268939971924,-0.04704336076974869,0.1296401023864746,0.678381621837616,-0.036155540496110916,0.12013106048107147,0.6147891283035278,-0.03244651108980179,0.14130286872386932,0.6166138648986816,-0.04956309497356415,0.12833254039287567,0.6480219960212708,-0.04129929095506668,0.11613163352012634,0.6584824919700623,-0.031794946640729904
A,2,1,0.43840086460113525,0.7739273905754089,-1.034583050341098e-07,0.3961672782897949,0.7792435884475708,-0.009569731540977955,0.34995973110198975,0.7655338644981384,-0.01926877163350582,0.31472527980804443,0.7582913041114807,-0.03091900236904621,0.28753307461738586,0.7539423704147339,-0.043243229389190674,0.36474063992500305,0.6804311275482178,-0.011874157004058361,0.3365807831287384,0.6278550028800964,-0.02859615534543991,0.31900447607040405,0.5953454375267029,-0.038705989718437195,0.30531740188598633,0.5661577582359314,-0.046220216900110245,0.38557884097099304,0.6699182391166687,-0.017959801480174065,0.3599110245704651,0.6561487913131714,-0.0440097451210022,0.37360191345214844,0.6982764601707458,-0.047684259712696075,0.3896213173866272,0.7124494910240173,-0.04431162029504776,0.40896186232566833,0.6656723618507385,-0.025886910036206245,0.38592198491096497,0.6625571250915527,-0.05010152608156204,0.39788901805877686,0.7026267647743225,-0.04150179773569107,0.41023150086402893,0.7119833827018738,-0.029937587678432465,0.43439051508903503,0.6658896803855896,-0.0346689373254776,0.41004976630210876,0.6593217253684998,-0.04774250462651253,0.41493740677833557,0.6930044293403625,-0.03788123279809952,0.42538541555404663,0.7032395005226135,-0.027439285069704056,0,0.10858935117721558,0.6978464722633362,1.1031685431817095e-07,0.1454419195652008,0.7234301567077637,-0.01626446656882763,0.19666479527950287,0.728339672088623,-0.0255003459751606,0.23285657167434692,0.7351786494255066,-0.03442655876278877,0.25943440198898315,0.7434850335121155,-0.04385868459939957,0.2067415714263916,0.6469855308532715,-0.019815640524029732,0.2470300793647766,0.6076260805130005,-0.03486369177699089,0.27268052101135254,0.5837689638137817,-0.04387681186199188,0.29358118772506714,0.5607352256774902,-0.05083286389708519,0.18544037640094757,0.623782753944397,-0.021023288369178772,0.20785664021968842,0.6219657063484192,-0.046190209686756134,0.18311955034732819,0.6591169834136963,-0.05054225027561188,0.1651950478553772,0.6711629629135132,-0.04855252802371979,0.1606833040714264,0.609961211681366,-0.02376835234463215,0.1785852313041687,0.6169748306274414,-0.049851786345243454,0.15759585797786713,0.6524927616119385,-0.04268161952495575,0.14482980966567993,0.6602213382720947,-0.03202303871512413,0.13447144627571106,0.5996272563934326,-0.027549607679247856,0.1547047346830368,0.6045471429824829,-0.0445515476167202,0.14216376841068268,0.6349116563796997,-0.03670433163642883,0.131920725107193,0.6423841118812561,-0.02722541242837906
A,2,1,0.44272565841674805,0.769232451915741,-1.2256438708391215e-07,0.4004805088043213,0.7736471891403198,-0.008478960022330284,0.35609057545661926,0.7607941031455994,-0.01800779066979885,0.321585476398468,0.7524009943008423,-0.029853569343686104,0.29504919052124023,0.7472256422042847,-0.042141422629356384,0.3677762746810913,0.6761019229888916,-0.009824139066040516,0.33979853987693787,0.6222569942474365,-0.025388991460204124,0.32289183139801025,0.5898422002792358,-0.03501884639263153,0.30970215797424316,0.5607371926307678,-0.04240239039063454,0.38795047998428345,0.6652489900588989,-0.015983078628778458,0.36559435725212097,0.6549956798553467,-0.04070448502898216,0.37854820489883423,0.6937556862831116,-0.04430597275495529,0.3930773437023163,0.7064560055732727,-0.041668400168418884,0.41069525480270386,0.6606075167655945,-0.023958157747983932,0.3893023133277893,0.6581939458847046,-0.04616653546690941,0.40018606185913086,0.6960012912750244,-0.03709012642502785,0.4116213321685791,0.7044283151626587,-0.026122333481907845,0.43592432141304016,0.6604984998703003,-0.03301377221941948,0.4137142300605774,0.654577374458313,-0.04446003958582878,0.41722995042800903,0.6872318983078003,-0.034615408629179,0.42666110396385193,0.6980755925178528,-0.024693893268704414,0,0.11380378156900406,0.6935562491416931,5.6730218744860395e-08,0.15100286900997162,0.7170499563217163,-0.014156178571283817,0.20298881828784943,0.722270131111145,-0.02234506607055664,0.24036315083503723,0.730144739151001,-0.03097338229417801,0.2655556797981262,0.7410922050476074,-0.04046015068888664,0.21170665323734283,0.6396661996841431,-0.016886679455637932,0.25266873836517334,0.6010178327560425,-0.03151419386267662,0.2783445715904236,0.5779692530632019,-0.04035535082221031,0.29929548501968384,0.5564947128295898,-0.04694234952330589,0.191144660115242,0.6186423897743225,-0.018837347626686096,0.21341978013515472,0.6157032251358032,-0.04468156769871712,0.18854109942913055,0.6520658135414124,-0.049626294523477554,0.16925373673439026,0.6666691303253174,-0.04744970053434372,0.166998952627182,0.6051200032234192,-0.022214485332369804,0.18485622107982635,0.609268844127655,-0.04852020740509033,0.1635284572839737,0.644381046295166,-0.042211685329675674,0.14906513690948486,0.6542177796363831,-0.03159848228096962,0.1408151239156723,0.5936781167984009,-0.026471223682165146,0.16183799505233765,0.5957173109054565,-0.043035075068473816,0.14901283383369446,0.6260280609130859,-0.03547169640660286,0.13718430697917938,0.6354659795761108,-0.026042720302939415
A,2,1,0.4421033561229706,0.7691754102706909,-1.1418017464848162e-07,0.3995974361896515,0.7730704545974731,-0.008061152882874012,0.35460418462753296,0.7603358030319214,-0.01775096170604229,0.320388525724411,0.7521735429763794,-0.029829291626811028,0.2938516139984131,0.7483347654342651,-0.04252453148365021,0.3668367862701416,0.6752696633338928,-0.010380281135439873,0.33963650465011597,0.6220019459724426,-0.026644457131624222,0.3228771984577179,0.5889701247215271,-0.03672931715846062,0.3099340796470642,0.5595918297767639,-0.04428993910551071,0.38718217611312866,0.6646434664726257,-0.017213819548487663,0.3646595776081085,0.6517855525016785,-0.04266761615872383,0.3784612715244293,0.6918088793754578,-0.046405866742134094,0.393472820520401,0.7062974572181702,-0.04351567104458809,0.41008615493774414,0.660272479057312,-0.025815006345510483,0.38932573795318604,0.6566038727760315,-0.04861265420913696,0.40062278509140015,0.6957460045814514,-0.03943153843283653,0.4120100140571594,0.7055551409721375,-0.02806512825191021,0.43565067648887634,0.6607258319854736,-0.035403843969106674,0.4135386347770691,0.6538683176040649,-0.04688313230872154,0.4173111617565155,0.6866557598114014,-0.03672276809811592,0.4267737567424774,0.6976838111877441,-0.02648826688528061,0,0.11428546905517578,0.6930534839630127,5.410527492699657e-08,0.15136532485485077,0.7169508934020996,-0.015586549416184425,0.20329797267913818,0.7222716808319092,-0.024208419024944305,0.24116548895835876,0.7299912571907043,-0.03311252221465111,0.2675429582595825,0.7402218580245972,-0.04268328472971916,0.21249914169311523,0.6388145089149475,-0.017096437513828278,0.2536107897758484,0.600669801235199,-0.03253874555230141,0.27943429350852966,0.5775235295295715,-0.04197760298848152,0.30002814531326294,0.5555371642112732,-0.04894428700208664,0.19163665175437927,0.6175984144210815,-0.01867547817528248,0.21394702792167664,0.6133531928062439,-0.0458858385682106,0.18914008140563965,0.6510156393051147,-0.05147587135434151,0.16986486315727234,0.6662314534187317,-0.0493944026529789,0.16688337922096252,0.60382080078125,-0.02191854827105999,0.1849783957004547,0.6087650656700134,-0.049522507935762405,0.16333571076393127,0.645734965801239,-0.04342086240649223,0.14908528327941895,0.6558745503425598,-0.03259657323360443,0.14023536443710327,0.5920061469078064,-0.02619078941643238,0.1605476438999176,0.5968474745750427,-0.043590426445007324,0.14783822000026703,0.6277685165405273,-0.036474861204624176,0.13684383034706116,0.6367257833480835,-0.02720102295279503
A,2,1,0.44381749629974365,0.7641102075576782,-1.168950518604106e-07,0.4012181758880615,0.7687863111495972,-0.008199983276426792,0.3575722873210907,0.7562558054924011,-0.017756173387169838,0.32386115193367004,0.7477317452430725,-0.02966250106692314,0.2975519001483917,0.7425149083137512,-0.04208190366625786,0.3696959614753723,0.6711292266845703,-0.010008784011006355,0.34227481484413147,0.6177971363067627,-0.025124458596110344,0.3256235718727112,0.585718035697937,-0.03438388183712959,0.3128335177898407,0.5565555095672607,-0.04152946546673775,0.3902793526649475,0.6607199311256409,-0.01638268120586872,0.36787211894989014,0.6487377882003784,-0.040980905294418335,0.38092851638793945,0.6871172189712524,-0.044538453221321106,0.39631178975105286,0.7014469504356384,-0.04178917407989502,0.4130610525608063,0.6566875576972961,-0.02444489672780037,0.39195331931114197,0.6537107825279236,-0.04619968682527542,0.40306684374809265,0.6909322142601013,-0.0371585376560688,0.415070116519928,0.7003403306007385,-0.02623169869184494,0.4382389485836029,0.6568021774291992,-0.03354181349277496,0.41597065329551697,0.6507042050361633,-0.04441721364855766,0.4198470115661621,0.6817782521247864,-0.03460966423153877,0.42968839406967163,0.6918178796768188,-0.024821637198328972,0,0.11733546853065491,0.689025342464447,6.439667998847654e-08,0.15529897809028625,0.7117566466331482,-0.01439982745796442,0.20755933225154877,0.715539276599884,-0.022704394534230232,0.2449190318584442,0.7240412831306458,-0.03153771907091141,0.2698216438293457,0.7353002429008484,-0.04104521498084068,0.21552368998527527,0.6340092420578003,-0.016820043325424194,0.256961464881897,0.5962445735931396,-0.031782008707523346,0.2827247977256775,0.5735151767730713,-0.04059004411101341,0.30358901619911194,0.5513150691986084,-0.04726925864815712,0.1949191838502884,0.6127751469612122,-0.018783340230584145,0.2170816957950592,0.6106857657432556,-0.04395660012960434,0.19294245541095734,0.6490321159362793,-0.04807794839143753,0.1758735626935959,0.661415159702301,-0.045757539570331573,0.17039194703102112,0.5992415547370911,-0.022343255579471588,0.18858589231967926,0.6041551232337952,-0.04897888004779816,0.16717754304409027,0.6409809589385986,-0.042029205709695816,0.15387071669101715,0.6481852531433105,-0.031141960993409157,0.14414961636066437,0.5878916382789612,-0.026776738464832306,0.1651000678539276,0.590912938117981,-0.043309472501277924,0.15286555886268616,0.6211326122283936,-0.035259488970041275,0.14187195897102356,0.6278623938560486,-0.02571786940097809
A,2,1,0.44351649284362793,0.7644253373146057,-1.1115956510820979e-07,0.4007081985473633,0.7679653167724609,-0.008227283135056496,0.35648098587989807,0.7550501227378845,-0.01805790141224861,0.32271429896354675,0.7465209364891052,-0.030189307406544685,0.29606497287750244,0.7420960664749146,-0.04291115701198578,0.36936822533607483,0.6704696416854858,-0.010608519427478313,0.34259384870529175,0.6177103519439697,-0.02671746537089348,0.3261675238609314,0.5849664807319641,-0.03677603602409363,0.31354421377182007,0.555728554725647,-0.04431092366576195,0.38984012603759766,0.6600623726844788,-0.017192134633660316,0.36672428250312805,0.646611213684082,-0.04277575761079788,0.3804190456867218,0.6859323382377625,-0.046868376433849335,0.39597657322883606,0.701522171497345,-0.04409465938806534,0.412614643573761,0.6559392213821411,-0.02546633407473564,0.3915350139141083,0.652574360370636,-0.048107992857694626,0.4032256603240967,0.6906752586364746,-0.039346739649772644,0.41538703441619873,0.7011303901672363,-0.028138870373368263,0.43782150745391846,0.6565245389938354,-0.03471080958843231,0.4150172472000122,0.6500905752182007,-0.04606865718960762,0.41911792755126953,0.6814773678779602,-0.03628520667552948,0.429250568151474,0.6920623779296875,-0.02624894678592682,0,0.11720911413431168,0.6886329650878906,6.33120933457576e-08,0.15517784655094147,0.7108631134033203,-0.015455980785191059,0.20705468952655792,0.7152543067932129,-0.024156665429472923,0.24433661997318268,0.7237672209739685,-0.03325070068240166,0.27007028460502625,0.7344825267791748,-0.0428297333419323,0.21583908796310425,0.6329795718193054,-0.016594307497143745,0.25712043046951294,0.5956737399101257,-0.031920768320560455,0.2831888198852539,0.5732215642929077,-0.04084021970629692,0.3042321801185608,0.5513781905174255,-0.04746643826365471,0.19538603723049164,0.6123328804969788,-0.018328193575143814,0.21774950623512268,0.6102069616317749,-0.04390100762248039,0.19326764345169067,0.6482066512107849,-0.04814240336418152,0.17622323334217072,0.6604527235031128,-0.04570426791906357,0.17093642055988312,0.5988898873329163,-0.021868711337447166,0.19005344808101654,0.6047681570053101,-0.04892037808895111,0.16750799119472504,0.6415084004402161,-0.041843365877866745,0.15402086079120636,0.6482044458389282,-0.030678730458021164,0.1445595771074295,0.5872369408607483,-0.026439523324370384,0.16600726544857025,0.5927621722221375,-0.04299930855631828,0.1530762016773224,0.622401773929596,-0.03487934544682503,0.14188727736473083,0.627992570400238,-0.025206396356225014
A,2,1,0.44839751720428467,0.7570784687995911,-1.1868750959820318e-07,0.40664711594581604,0.7609504461288452,-0.009119010530412197,0.3629190921783447,0.7469815611839294,-0.01855281926691532,0.32866370677948,0.7381963133811951,-0.030158154666423798,0.3020928204059601,0.7315769195556641,-0.04219004511833191,0.3745330274105072,0.6631665229797363,-0.01023952104151249,0.3477203845977783,0.6098098158836365,-0.02563663199543953,0.3317559063434601,0.5775566101074219,-0.03483733534812927,0.3194389045238495,0.5477900505065918,-0.041937172412872314,0.3951137065887451,0.6522636413574219,-0.015914250165224075,0.3725777864456177,0.6408787369728088,-0.04083402827382088,0.38605138659477234,0.6808297634124756,-0.04407263174653053,0.4009886682033539,0.6941124796867371,-0.040937136858701706,0.41839316487312317,0.648328423500061,-0.02339545078575611,0.3972858786582947,0.6460176706314087,-0.045684896409511566,0.4085545539855957,0.6838855743408203,-0.03646637871861458,0.42013123631477356,0.6920406818389893,-0.025206340476870537,0.44382020831108093,0.6490910649299622,-0.03195146471261978,0.4218658208847046,0.6428622603416443,-0.043191101402044296,0.4253568947315216,0.6749333739280701,-0.0333763062953949,0.43468987941741943,0.6844484210014343,-0.023478934541344643,0,0.12312642484903336,0.6762056350708008,7.334723761687201e-08,0.162112295627594,0.6999830603599548,-0.014376948587596416,0.21400104463100433,0.7043681144714355,-0.022584712132811546,0.2503039538860321,0.7118836045265198,-0.03130237013101578,0.2750318646430969,0.7222069501876831,-0.04060068354010582,0.22260542213916779,0.6240875124931335,-0.016399158164858818,0.2635055482387543,0.5860567092895508,-0.030892128124833107,0.2889472544193268,0.5639384984970093,-0.03943426534533501,0.31003084778785706,0.542977511882782,-0.045893605798482895,0.20261776447296143,0.6026878356933594,-0.018352746963500977,0.2257034033536911,0.6027065515518188,-0.04408276826143265,0.2020636945962906,0.6397557258605957,-0.0489794984459877,0.18319648504257202,0.6537076830863953,-0.046786099672317505,0.17930805683135986,0.588925838470459,-0.021842041984200478,0.19845779240131378,0.5972203016281128,-0.048024844378232956,0.1770240068435669,0.6327878832817078,-0.04180290922522545,0.162543386220932,0.6414312720298767,-0.03129719942808151,0.15391960740089417,0.5777857303619385,-0.026305751875042915,0.17435084283351898,0.5859070420265198,-0.04289804771542549,0.1616930067539215,0.6148794293403625,-0.03604424372315407,0.1506817638874054,0.6217548847198486,-0.027147343382239342
A,2,1,0.4505232870578766,0.7545285820960999,-1.1894943696688642e-07,0.40877485275268555,0.7571876049041748,-0.008243627846240997,0.3654331564903259,0.7430822849273682,-0.018158357590436935,0.3317776322364807,0.7335580587387085,-0.03037980943918228,0.30531448125839233,0.7278866171836853,-0.04320509731769562,0.3779923915863037,0.6599917411804199,-0.011159980669617653,0.3513467013835907,0.6071013808250427,-0.02721710316836834,0.33486849069595337,0.574627161026001,-0.03691277652978897,0.322248250246048,0.5452069640159607,-0.04426974430680275,0.39845117926597595,0.6504950523376465,-0.01747114397585392,0.3763083815574646,0.6373686790466309,-0.04233937710523605,0.38940852880477905,0.6775422692298889,-0.04517051577568054,0.40397191047668457,0.6901278495788574,-0.041884250938892365,0.42112958431243896,0.6472455263137817,-0.025520212948322296,0.40013542771339417,0.642838180065155,-0.04758312925696373,0.41084036231040955,0.6812947392463684,-0.03776940703392029,0.42202243208885193,0.6885626316070557,-0.02632272243499756,0.44602057337760925,0.6479083895683289,-0.03460557386279106,0.42431625723838806,0.6409873962402344,-0.04553871229290962,0.4277409315109253,0.6729240417480469,-0.03530034422874451,0.43704953789711,0.681584358215332,-0.02528860792517662,0,0.12602569162845612,0.6739405989646912,5.9594928103479106e-08,0.16497978568077087,0.6960065960884094,-0.014566549099981785,0.21674703061580658,0.7005420327186584,-0.022637436166405678,0.25423943996429443,0.7100616097450256,-0.03136637806892395,0.278772234916687,0.7217868566513062,-0.04071919620037079,0.22520871460437775,0.620550811290741,-0.015442805364727974,0.26612868905067444,0.5845058560371399,-0.030192922800779343,0.2919579744338989,0.5621960163116455,-0.03928915411233902,0.3127076029777527,0.5416461229324341,-0.04603752866387367,0.20489059388637543,0.599457859992981,-0.017356619238853455,0.22571329772472382,0.5946669578552246,-0.043502699583768845,0.20187480747699738,0.6306493878364563,-0.04887188598513603,0.18354645371437073,0.6472010612487793,-0.046815693378448486,0.18108612298965454,0.5859487652778625,-0.020933810621500015,0.19774596393108368,0.589738667011261,-0.04693066328763962,0.17725056409835815,0.6248366832733154,-0.040849778801202774,0.16369971632957458,0.6367033123970032,-0.03031281940639019,0.1555982232093811,0.575307309627533,-0.02562650293111801,0.17484821379184723,0.5783550143241882,-0.04173172637820244,0.16293039917945862,0.6068309545516968,-0.034763384610414505,0.1525326371192932,0.6163718700408936,-0.025754205882549286
A,2,1,0.45013654232025146,0.7542217373847961,-1.1401704824720582e-07,0.4087006747722626,0.7570353746414185,-0.0077596805058419704,0.36475250124931335,0.7427366971969604,-0.017195457592606544,0.3311271667480469,0.7330025434494019,-0.0289969090372324,0.30482804775238037,0.7279375791549683,-0.041402798146009445,0.3775697350502014,0.6597008109092712,-0.010135906748473644,0.351455420255661,0.6071509122848511,-0.02581310272216797,0.33564987778663635,0.5744372010231018,-0.0352499820291996,0.32348206639289856,0.5453848242759705,-0.04238943010568619,0.39795321226119995,0.6500716805458069,-0.016754111275076866,0.3759530186653137,0.6360678672790527,-0.0417146235704422,0.3893851041793823,0.6758744120597839,-0.04501933231949806,0.4040212035179138,0.689915657043457,-0.04185575991868973,0.42061975598335266,0.646543025970459,-0.02505137212574482,0.40049636363983154,0.6426401138305664,-0.04725441709160805,0.41163164377212524,0.68109130859375,-0.037976428866386414,0.42278286814689636,0.6897292137145996,-0.02669663354754448,0.4455496370792389,0.6473278403282166,-0.0343012697994709,0.4241154193878174,0.6413899660110474,-0.045323897153139114,0.42797693610191345,0.6731611490249634,-0.035363879054784775,0.4374220073223114,0.6823484897613525,-0.02543519251048565,0,0.12622568011283875,0.6739016771316528,5.4163141527396874e-08,0.16483895480632782,0.696556806564331,-0.014765029773116112,0.2171875685453415,0.7013134956359863,-0.022657323628664017,0.25467297434806824,0.7096245288848877,-0.031078357249498367,0.2797163724899292,0.7208811044692993,-0.04004024341702461,0.22536659240722656,0.6202175617218018,-0.015139251947402954,0.2663666605949402,0.5844180583953857,-0.029937857761979103,0.29232263565063477,0.5625888109207153,-0.03904873877763748,0.31305167078971863,0.5420295596122742,-0.045822691172361374,0.2052597850561142,0.5998333692550659,-0.01704341173171997,0.22676298022270203,0.5953381657600403,-0.04273012652993202,0.20267386734485626,0.631620466709137,-0.04787205904722214,0.1846494823694229,0.646783709526062,-0.04586392641067505,0.18129278719425201,0.5866798758506775,-0.020689086988568306,0.19875562191009521,0.5904126167297363,-0.046838875859975815,0.17781779170036316,0.6263642907142639,-0.04053015634417534,0.16432134807109833,0.6373159289360046,-0.02991965040564537,0.1553056538105011,0.5757619738578796,-0.025440623983740807,0.1750430464744568,0.5792266130447388,-0.04158911481499672,0.1631665676832199,0.6083570718765259,-0.03429677337408066,0.15260379016399384,0.6173935532569885,-0.025148862972855568
A,2,1,0.4557231366634369,0.7521165609359741,-1.2006391614249878e-07,0.41446560621261597,0.7542537450790405,-0.010314015671610832,0.37078219652175903,0.7386550903320312,-0.020600266754627228,0.3363018035888672,0.7294585704803467,-0.03251955658197403,0.30927926301956177,0.7238254547119141,-0.04487133026123047,0.38433346152305603,0.6571530699729919,-0.013611660338938236,0.35699814558029175,0.6044323444366455,-0.029632234945893288,0.34099897742271423,0.5721874237060547,-0.0393541119992733,0.32828354835510254,0.5429880619049072,-0.04677637666463852,0.40474382042884827,0.6473464965820312,-0.018629996106028557,0.3826441466808319,0.6347408294677734,-0.04364937171339989,0.39546850323677063,0.673498272895813,-0.046995703130960464,0.40933358669281006,0.6876280307769775,-0.044120244681835175,0.427546888589859,0.6443435549736023,-0.02533607743680477,0.4074819087982178,0.6413409113883972,-0.04742385074496269,0.41845375299453735,0.6782851815223694,-0.038462743163108826,0.42899131774902344,0.6868909597396851,-0.027545645833015442,0.4523286819458008,0.6454250812530518,-0.03317459300160408,0.4316570460796356,0.6384232640266418,-0.044356029480695724,0.43513810634613037,0.6685130596160889,-0.03483467921614647,0.4436463415622711,0.6773236989974976,-0.025240769609808922,0,0.1344081163406372,0.6682444214820862,4.553157495479354e-08,0.1721925437450409,0.6922911405563354,-0.014439870603382587,0.2239822894334793,0.6973580121994019,-0.021901890635490417,0.26025256514549255,0.7055967450141907,-0.029707932844758034,0.2838352620601654,0.7154761552810669,-0.03819035366177559,0.23239187896251678,0.6178591251373291,-0.015668600797653198,0.27317991852760315,0.5805653929710388,-0.02971511147916317,0.29827794432640076,0.558596134185791,-0.03806894272565842,0.31884580850601196,0.5378805994987488,-0.04434219375252724,0.21246770024299622,0.5972465872764587,-0.0170584786683321,0.23282136023044586,0.5917049050331116,-0.042323868721723557,0.20763862133026123,0.6273292303085327,-0.04690202325582504,0.18908289074897766,0.6432126760482788,-0.04432698339223862,0.18932369351387024,0.5837498307228088,-0.020035764202475548,0.20516590774059296,0.5859267711639404,-0.045887541025877,0.18336305022239685,0.6209161877632141,-0.03964069113135338,0.16996774077415466,0.6320014595985413,-0.02893786132335663,0.16458751261234283,0.5724297761917114,-0.02397743985056877,0.18317066133022308,0.5742390155792236,-0.040251895785331726,0.1696888506412506,0.6030047535896301,-0.033232368528842926,0.15923964977264404,0.6121216416358948,-0.02417386882007122
