label,x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20
A,0.8736696243286133,0.8522326350212097,-2.018321367813769e-07,0.8044466972351074,0.8628749847412109,-0.025714000687003136,0.7257295250892639,0.8498777151107788,-0.04715574160218239,0.6585367918014526,0.8577271699905396,-0.06992042064666748,0.6040687561035156,0.8689168691635132,-0.09364059567451477,0.7368206977844238,0.6961663961410522,-0.03688231483101845,0.6779226660728455,0.6179299354553223,-0.07119742035865784,0.6385164856910706,0.5633661150932312,-0.09462164342403412,0.6091033816337585,0.5180398225784302,-0.11091618239879608,0.7796846032142639,0.6618589758872986,-0.04353593662381172,0.7627860307693481,0.6708985567092896,-0.09293482452630997,0.7822887301445007,0.7445381879806519,-0.10239236056804657,0.8006185293197632,0.7824853658676147,-0.09978459775447845,0.8277274370193481,0.6536398530006409,-0.05347810685634613,0.8133938312530518,0.6783638000488281,-0.09840693324804306,0.8269411325454712,0.7479022145271301,-0.08692903071641922,0.8386749029159546,0.777768075466156,-0.06950480490922928,0.873849630355835,0.6599887013435364,-0.06553394347429276,0.8598887324333191,0.673716127872467,-0.09333501011133194,0.8640009164810181,0.7356023192405701,-0.08097788691520691,0.8710052371025085,0.7638980150222778,-0.06509897857904434
A,0.8463712334632874,0.8188750147819519,-9.708320192203246e-08,0.7741448879241943,0.8291100263595581,-0.025733541697263718,0.6920315623283386,0.8126287460327148,-0.04638626053929329,0.6249158382415771,0.8150753974914551,-0.068060502409935,0.5740607976913452,0.8250898718833923,-0.08969321101903915,0.7046482563018799,0.6654475927352905,-0.03153583034873009,0.6459956169128418,0.5856911540031433,-0.05834176763892174,0.6114231944084167,0.5324985980987549,-0.07453761249780655,0.5865251421928406,0.4861123561859131,-0.08647370338439941,0.7442933320999146,0.6324326992034912,-0.03540439158678055,0.7269969582557678,0.6438094973564148,-0.07921626418828964,0.7510048151016235,0.7108519077301025,-0.08598251640796661,0.7739270925521851,0.7449455261230469,-0.08115450292825699,0.7892912030220032,0.6225554347038269,-0.042523860931396484,0.7749738097190857,0.6505123376846313,-0.08056569844484329,0.7933541536331177,0.712712287902832,-0.0677972361445427,0.8112925291061401,0.7386728525161743,-0.050305772572755814,0.8352997899055481,0.6258399486541748,-0.05244365707039833,0.8184287548065186,0.6464728116989136,-0.07307398319244385,0.8267866373062134,0.7007899284362793,-0.05997760221362114,0.8399518132209778,0.7249382734298706,-0.04448670521378517
A,0.8191640377044678,0.7899019122123718,-1.3786446118047024e-07,0.7482231855392456,0.7973862290382385,-0.025985218584537506,0.6653496026992798,0.7788670659065247,-0.0472273975610733,0.5975721478462219,0.7800199389457703,-0.0692671686410904,0.5443533658981323,0.7917447090148926,-0.09136050939559937,0.6775780320167542,0.6315199732780457,-0.031100250780582428,0.6192945241928101,0.5579845905303955,-0.0596468411386013,0.5840809345245361,0.508109986782074,-0.0773257240653038,0.5586852431297302,0.4634127914905548,-0.09040088206529617,0.7160231471061707,0.5979071259498596,-0.03499840572476387,0.692267894744873,0.6137953996658325,-0.07987421005964279,0.7186293601989746,0.6813285946846008,-0.08650458604097366,0.7424106597900391,0.7086869478225708,-0.08143465965986252,0.7600011825561523,0.5859221816062927,-0.042423248291015625,0.7408192157745361,0.6208810806274414,-0.08089682459831238,0.7619553804397583,0.6813758015632629,-0.06710965186357498,0.7801027894020081,0.6997705101966858,-0.049059003591537476,0.804836094379425,0.5877718329429626,-0.05278416723012924,0.7830778956413269,0.6140285730361938,-0.07290046662092209,0.7942669987678528,0.6662473678588867,-0.059050578624010086,0.809425950050354,0.6831606030464172,-0.043334417045116425
A,0.11081177741289139,0.6228389739990234,2.0082642038232734e-07,0.16026531159877777,0.6546730399131775,-0.027746573090553284,0.24057936668395996,0.659357488155365,-0.04691772162914276,0.29680246114730835,0.6690188646316528,-0.06473671644926071,0.33900779485702515,0.6869064569473267,-0.08411546051502228,0.2404497116804123,0.5136119723320007,-0.039379220455884933,0.30062001943588257,0.46054384112358093,-0.0662200003862381,0.3431966006755829,0.4254980683326721,-0.08489476889371872,0.37680357694625854,0.3890077471733093,-0.09993943572044373,0.20505061745643616,0.48182162642478943,-0.04122987389564514,0.2416115552186966,0.48488062620162964,-0.07167603820562363,0.20919688045978546,0.5443342328071594,-0.07397300750017166,0.1850370466709137,0.5492900609970093,-0.07338748127222061,0.16393734514713287,0.46650949120521545,-0.04612824693322182,0.20041786134243011,0.4733356833457947,-0.07927918434143066,0.17573386430740356,0.5321322083473206,-0.06387633085250854,0.1564168930053711,0.533481776714325,-0.0499667190015316,0.11957984417676926,0.4567462205886841,-0.05343063920736313,0.15864941477775574,0.46160823106765747,-0.07591651380062103,0.1437365710735321,0.5119546055793762,-0.06106606870889664,0.12336069345474243,0.5165678262710571,-0.04818444699048996
A,0.7692070603370667,0.725296676158905,3.336295861799954e-08,0.6837245225906372,0.7217544913291931,-0.01190262846648693,0.6047816872596741,0.7068870663642883,-0.026865793392062187,0.5416905879974365,0.7125974297523499,-0.04635784029960632,0.4937169551849365,0.7239100337028503,-0.0668000653386116,0.6075706481933594,0.5734003782272339,-0.005018886644393206,0.5556730031967163,0.5125117301940918,-0.032140541821718216,0.5215563178062439,0.46701502799987793,-0.05243678390979767,0.4909543991088867,0.4224095046520233,-0.0681777074933052,0.6388858556747437,0.5402594208717346,-0.013585091568529606,0.5995211601257324,0.5512604713439941,-0.044826261699199677,0.6332547664642334,0.6096550822257996,-0.04678989201784134,0.6578811407089233,0.6094973683357239,-0.042706239968538284,0.677276074886322,0.5205115675926208,-0.026627443730831146,0.6398501396179199,0.5436713695526123,-0.0552055723965168,0.6669495701789856,0.6013360023498535,-0.03767379745841026,0.6860759854316711,0.5980259776115417,-0.02047160640358925,0.7199543118476868,0.513113260269165,-0.041985638439655304,0.6800408959388733,0.5303510427474976,-0.0545990914106369,0.6940476298332214,0.5809099078178406,-0.03688787668943405,0.7126654982566833,0.5825992226600647,-0.02109864354133606
A,0.10751773416996002,0.6217394471168518,2.3260705006578064e-07,0.1733154058456421,0.649091899394989,-0.02663147822022438,0.2527385950088501,0.6507577896118164,-0.04488024115562439,0.31160759925842285,0.6661922335624695,-0.06419365853071213,0.3529475927352905,0.6872495412826538,-0.08474049717187881,0.25831934809684753,0.5105747580528259,-0.025484353303909302,0.32081377506256104,0.45875588059425354,-0.04973834380507469,0.3572997450828552,0.42398953437805176,-0.06387084722518921,0.38654646277427673,0.38854700326919556,-0.07464957982301712,0.22318407893180847,0.4781798720359802,-0.027719421312212944,0.25167936086654663,0.47621333599090576,-0.06383903324604034,0.21896354854106903,0.5362313985824585,-0.06965122371912003,0.19899998605251312,0.5466824173927307,-0.06706739217042923,0.18211054801940918,0.4600169062614441,-0.033330902457237244,0.20877563953399658,0.4692997634410858,-0.07223061472177505,0.18194125592708588,0.5288872122764587,-0.0615617074072361,0.16697224974632263,0.5328797101974487,-0.04655524343252182,0.1380118727684021,0.44797343015670776,-0.041035521775484085,0.16757844388484955,0.4559324085712433,-0.06548231840133667,0.1523793637752533,0.5064676403999329,-0.053108248859643936,0.13936471939086914,0.5139017701148987,-0.03885694220662117
A,0.736284077167511,0.6834987998008728,-1.525510953115372e-07,0.6669373512268066,0.6991393566131592,-0.013016005977988243,0.5926740765571594,0.6901226043701172,-0.028812170028686523,0.5328676700592041,0.6933138370513916,-0.04873620346188545,0.48660844564437866,0.7082042694091797,-0.06984078139066696,0.5903928875923157,0.5539398193359375,-0.014456315897405148,0.5357921719551086,0.4872935712337494,-0.040615156292915344,0.5037045478820801,0.4440224766731262,-0.05520583689212799,0.47818154096603394,0.4044526219367981,-0.0662318542599678,0.6221997141838074,0.5242733955383301,-0.02435491606593132,0.584199070930481,0.5308986306190491,-0.06609403342008591,0.6180618405342102,0.5977006554603577,-0.06965253502130508,0.6435136795043945,0.6073690056800842,-0.06340299546718597,0.6598610281944275,0.507308304309845,-0.03754929080605507,0.6248603463172913,0.5253729820251465,-0.07737648487091064,0.6534824967384338,0.5874889492988586,-0.061513502150774,0.6732311844825745,0.5888747572898865,-0.042142562568187714,0.7011012434959412,0.49984508752822876,-0.05205602943897247,0.6651048064231873,0.5137637257575989,-0.07229246199131012,0.6814019083976746,0.565156102180481,-0.05594940856099129,0.6995366215705872,0.5688738822937012,-0.03948020190000534
A,0.11902373284101486,0.6190256476402283,2.02724507403218e-07,0.18414711952209473,0.6431713700294495,-0.025917666032910347,0.26021966338157654,0.6447562575340271,-0.04494054615497589,0.3191617429256439,0.6611547470092773,-0.06504840403795242,0.3633863925933838,0.684708833694458,-0.08648838102817535,0.2681017220020294,0.5078751444816589,-0.025551332160830498,0.3284912109375,0.4571482539176941,-0.04811600223183632,0.3650778532028198,0.42334914207458496,-0.06062905862927437,0.39405810832977295,0.3893033266067505,-0.07060406357049942,0.23315945267677307,0.47778695821762085,-0.027898896485567093,0.2641776204109192,0.4743054211139679,-0.06107050180435181,0.22956550121307373,0.5349017977714539,-0.06404750794172287,0.20966964960098267,0.5440850257873535,-0.060445480048656464,0.19287043809890747,0.4609394073486328,-0.03366219997406006,0.22179795801639557,0.4666293263435364,-0.07147189974784851,0.19360817968845367,0.5258631706237793,-0.05896082520484924,0.17734529078006744,0.5295988917350769,-0.043290361762046814,0.14917422831058502,0.4479322135448456,-0.04136112332344055,0.1802007257938385,0.449062317609787,-0.06613826751708984,0.16530002653598785,0.49968886375427246,-0.053200073540210724,0.1508905589580536,0.5079523921012878,-0.03907790407538414
A,0.7223178148269653,0.6716969609260559,-2.0564972658121405e-07,0.6582444310188293,0.6871466040611267,-0.01161057036370039,0.5820833444595337,0.6798654198646545,-0.025566041469573975,0.5248298645019531,0.6838947534561157,-0.04406781867146492,0.481376588344574,0.7000218033790588,-0.06346666812896729,0.5819215774536133,0.5451529026031494,-0.012878764420747757,0.529448926448822,0.48054540157318115,-0.036920689046382904,0.4968375265598297,0.439260870218277,-0.048907507210969925,0.47178933024406433,0.401809960603714,-0.05824717506766319,0.6114516258239746,0.5197230577468872,-0.023662477731704712,0.5746743083000183,0.5312449336051941,-0.06091447174549103,0.6078357696533203,0.5943309664726257,-0.060744546353816986,0.631202757358551,0.5954710841178894,-0.052869610488414764,0.6474410891532898,0.5030673742294312,-0.03800433129072189,0.6129065752029419,0.5216082334518433,-0.07331134378910065,0.6410121917724609,0.5797067284584045,-0.05452333390712738,0.6583988070487976,0.5746028423309326,-0.034834615886211395,0.6876731514930725,0.49356669187545776,-0.05408391356468201,0.6521169543266296,0.5030074119567871,-0.0714317336678505,0.6674033403396606,0.5521060824394226,-0.05376395210623741,0.6839735507965088,0.5533652901649475,-0.03733546659350395
A,0.1297457218170166,0.6126164793968201,1.7163115728635603e-07,0.19446410238742828,0.6381031274795532,-0.024399861693382263,0.26880863308906555,0.6394463181495667,-0.04175017774105072,0.32558774948120117,0.6554239988327026,-0.06034059077501297,0.3680034279823303,0.6785750985145569,-0.08048080652952194,0.27656444907188416,0.5082743167877197,-0.023628700524568558,0.3353319764137268,0.45649445056915283,-0.04617226868867874,0.37105774879455566,0.42414408922195435,-0.05950324982404709,0.40015649795532227,0.3907405138015747,-0.07005935162305832,0.24303419888019562,0.4795737862586975,-0.02656492032110691,0.27456384897232056,0.4729679822921753,-0.06214756518602371,0.23964500427246094,0.5326274037361145,-0.06794645637273788,0.21615174412727356,0.5448483228683472,-0.06547245383262634,0.2032211422920227,0.46255484223365784,-0.03261946886777878,0.23334500193595886,0.46430855989456177,-0.07229342311620712,0.20463033020496368,0.5236429572105408,-0.062020596116781235,0.18602633476257324,0.5300353169441223,-0.04679565504193306,0.1592816710472107,0.4484235644340515,-0.040252991020679474,0.1915832757949829,0.44749367237091064,-0.06631601601839066,0.17694276571273804,0.4982815682888031,-0.05460873618721962,0.16159024834632874,0.5078063607215881,-0.040818940848112106
